cluster_id,label,domain_tokens,tokens
BGC0000268,Polyketide,PF00528 PF00528 PF00083 PF17938 PF00440 PF08501 PF01261 PF13520 PF00300 PF00393 PF03446 PF00342 PF10128 PF02781 PF00479 PF00923 PF02780 PF02779 PF00456 PF02311 PF12833 PF03422 PF18099 PF03422 PF02775 PF01855 PF01558 PF02785 PF00364 PF02785 PF02786 PF00289 PF01039 PF01408 PF03559 PF01041 PF01370 PF16363 PF00483 PF06722 PF00908 PF06722 PF06722 PF07690 PF13561 PF01494 PF10604 PF00106 PF00550 PF02801 PF00109 PF00109 PF04673 PF01494 PF02909 PF03358 PF07690 PF00724 PF00072 PF00486 PF08031 PF01565 PF01614 PF09339 PF13561 PF04909 PF00501 PF13193 PF08223 PF02929 PF16353 PF02836 PF16353 PF02837,"['PF00528', 'PF00528', 'PF00083', 'PF17938', 'PF00440', 'PF08501', 'PF01261', 'PF13520', 'PF00300', 'PF00393', 'PF03446', 'PF00342', 'PF10128', 'PF02781', 'PF00479', 'PF00923', 'PF02780', 'PF02779', 'PF00456', 'PF02311', 'PF12833', 'PF03422', 'PF18099', 'PF03422', 'PF02775', 'PF01855', 'PF01558', 'PF02785', 'PF00364', 'PF02785', 'PF02786', 'PF00289', 'PF01039', 'PF01408', 'PF03559', 'PF01041', 'PF01370', 'PF16363', 'PF00483', 'PF06722', 'PF00908', 'PF06722', 'PF06722', 'PF07690', 'PF13561', 'PF01494', 'PF10604', 'PF00106', 'PF00550', 'PF02801', 'PF00109', 'PF00109', 'PF04673', 'PF01494', 'PF02909', 'PF03358', 'PF07690', 'PF00724', 'PF00072', 'PF00486', 'PF08031', 'PF01565', 'PF01614', 'PF09339', 'PF13561', 'PF04909', 'PF00501', 'PF13193', 'PF08223', 'PF02929', 'PF16353', 'PF02836', 'PF16353', 'PF02837']"
BGC0000269,Polyketide,PF00266 PF01592 PF01883 PF01494 PF00891 PF00698 PF13577 PF00891 PF10604 PF00753 PF10604 PF00106 PF01370 PF00501 PF13193 PF13472 PF13193 PF00501 PF00294 PF02773 PF02772 PF00891 PF01494 PF00296 PF07690 PF00440 PF08545 PF08541 PF13561 PF00378 PF01474 PF00425 PF00891 PF16864 PF08541 PF03559 PF01408 PF06722 PF00248 PF01039 PF13822 PF00483 PF16363 PF03704 PF00109 PF00109 PF02801 PF00550 PF13537 PF00733 PF10022 PF01965 PF12833,"['PF00266', 'PF01592', 'PF01883', 'PF01494', 'PF00891', 'PF00698', 'PF13577', 'PF00891', 'PF10604', 'PF00753', 'PF10604', 'PF00106', 'PF01370', 'PF00501', 'PF13193', 'PF13472', 'PF13193', 'PF00501', 'PF00294', 'PF02773', 'PF02772', 'PF00891', 'PF01494', 'PF00296', 'PF07690', 'PF00440', 'PF08545', 'PF08541', 'PF13561', 'PF00378', 'PF01474', 'PF00425', 'PF00891', 'PF16864', 'PF08541', 'PF03559', 'PF01408', 'PF06722', 'PF00248', 'PF01039', 'PF13822', 'PF00483', 'PF16363', 'PF03704', 'PF00109', 'PF00109', 'PF02801', 'PF00550', 'PF13537', 'PF00733', 'PF10022', 'PF01965', 'PF12833']"
BGC0000270,Polyketide,PF00109 PF02801 PF00106 PF10604 PF01494 PF13561 PF03358 PF01648 PF01039 PF13822 PF00975 PF03055 PF00171 PF02909 PF07690 PF00149 PF17837 PF00106 PF00501 PF13193 PF00668 PF00501 PF13193 PF00550 PF00067 PF03621 PF13561 PF00072 PF00486 PF13561 PF03559 PF02458 PF00483 PF16363 PF00730 PF00293 PF02674 PF13365 PF12697 PF07332 PF06965 PF13193 PF00501,"['PF00109', 'PF02801', 'PF00106', 'PF10604', 'PF01494', 'PF13561', 'PF03358', 'PF01648', 'PF01039', 'PF13822', 'PF00975', 'PF03055', 'PF00171', 'PF02909', 'PF07690', 'PF00149', 'PF17837', 'PF00106', 'PF00501', 'PF13193', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00067', 'PF03621', 'PF13561', 'PF00072', 'PF00486', 'PF13561', 'PF03559', 'PF02458', 'PF00483', 'PF16363', 'PF00730', 'PF00293', 'PF02674', 'PF13365', 'PF12697', 'PF07332', 'PF06965', 'PF13193', 'PF00501']"
BGC0000271,Polyketide,PF01047 PF01494 PF03992 PF04486 PF07883 PF00109 PF02801 PF00109 PF02801 PF03364 PF04673 PF00891 PF13229 PF00440,"['PF01047', 'PF01494', 'PF03992', 'PF04486', 'PF07883', 'PF00109', 'PF02801', 'PF00109', 'PF02801', 'PF03364', 'PF04673', 'PF00891', 'PF13229', 'PF00440']"
BGC0000272,Polyketide,PF01494 PF00109 PF00109 PF10604 PF04673,"['PF01494', 'PF00109', 'PF00109', 'PF10604', 'PF04673']"
BGC0000273,Polyketide,PF00478 PF01337 PF04198 PF00834 PF03176 PF02801 PF00109 PF02801 PF00109 PF03992 PF13561 PF13577 PF04199 PF00486 PF03704 PF00196 PF03364 PF00271 PF00176 PF07690 PF01047 PF12802 PF00067 PF01565 PF08031 PF00848 PF00355 PF17843 PF06722 PF17843 PF19955 PF13365 PF05990 PF01189 PF01029 PF02911 PF00551,"['PF00478', 'PF01337', 'PF04198', 'PF00834', 'PF03176', 'PF02801', 'PF00109', 'PF02801', 'PF00109', 'PF03992', 'PF13561', 'PF13577', 'PF04199', 'PF00486', 'PF03704', 'PF00196', 'PF03364', 'PF00271', 'PF00176', 'PF07690', 'PF01047', 'PF12802', 'PF00067', 'PF01565', 'PF08031', 'PF00848', 'PF00355', 'PF17843', 'PF06722', 'PF17843', 'PF19955', 'PF13365', 'PF05990', 'PF01189', 'PF01029', 'PF02911', 'PF00551']"
BGC0000274,Polyketide,PF01978 PF19859 PF02515 PF00441 PF02770 PF00441 PF03664 PF13472 PF00171 PF13649 PF12833 PF06441 PF00891 PF03284 PF00857 PF13443 PF11188 PF00005 PF00296 PF00248 PF00440 PF13460 PF01494 PF04199 PF00486 PF03704 PF00931 PF00364 PF02801 PF00109 PF00109 PF13561 PF00891 PF13424 PF13424 PF13424 PF13424 PF13424 PF13424 PF13424,"['PF01978', 'PF19859', 'PF02515', 'PF00441', 'PF02770', 'PF00441', 'PF03664', 'PF13472', 'PF00171', 'PF13649', 'PF12833', 'PF06441', 'PF00891', 'PF03284', 'PF00857', 'PF13443', 'PF11188', 'PF00005', 'PF00296', 'PF00248', 'PF00440', 'PF13460', 'PF01494', 'PF04199', 'PF00486', 'PF03704', 'PF00931', 'PF00364', 'PF02801', 'PF00109', 'PF00109', 'PF13561', 'PF00891', 'PF13424', 'PF13424', 'PF13424', 'PF13424', 'PF13424', 'PF13424', 'PF13424']"
BGC0000275,Polyketide,PF00440 PF07690 PF04072 PF01494 PF03992 PF04673 PF07883 PF00109 PF02801 PF00109 PF02801 PF00891 PF16864 PF00891,"['PF00440', 'PF07690', 'PF04072', 'PF01494', 'PF03992', 'PF04673', 'PF07883', 'PF00109', 'PF02801', 'PF00109', 'PF02801', 'PF00891', 'PF16864', 'PF00891']"
BGC0000277,Polyketide,PF01638 PF06722 PF06722 PF01548 PF02371 PF01548 PF06722 PF00440 PF07690 PF03358,"['PF01638', 'PF06722', 'PF06722', 'PF01548', 'PF02371', 'PF01548', 'PF06722', 'PF00440', 'PF07690', 'PF03358']"
BGC0000278,Polyketide,PF01370 PF01041 PF01370 PF03559 PF01408,"['PF01370', 'PF01041', 'PF01370', 'PF03559', 'PF01408']"
BGC0000279,Polyketide,PF05221 PF02219 PF02965 PF02310 PF02607 PF00809 PF02574 PF00294 PF02773 PF02772 PF02036 PF14833 PF03446 PF07731 PF07732 PF07731 PF13537 PF00733 PF03070 PF00067 PF03176 PF01494 PF00903 PF04820 PF00854 PF16864 PF00891 PF00296 PF00999 PF12802 PF00891 PF16864 PF01494 PF16864 PF00891 PF01494 PF00106 PF00248 PF19361 PF02785 PF02786 PF00289 PF00364 PF01039 PF13561 PF10604 PF00109 PF00109 PF07883 PF04486 PF07731 PF08592 PF04486 PF13561 PF00550 PF04673,"['PF05221', 'PF02219', 'PF02965', 'PF02310', 'PF02607', 'PF00809', 'PF02574', 'PF00294', 'PF02773', 'PF02772', 'PF02036', 'PF14833', 'PF03446', 'PF07731', 'PF07732', 'PF07731', 'PF13537', 'PF00733', 'PF03070', 'PF00067', 'PF03176', 'PF01494', 'PF00903', 'PF04820', 'PF00854', 'PF16864', 'PF00891', 'PF00296', 'PF00999', 'PF12802', 'PF00891', 'PF16864', 'PF01494', 'PF16864', 'PF00891', 'PF01494', 'PF00106', 'PF00248', 'PF19361', 'PF02785', 'PF02786', 'PF00289', 'PF00364', 'PF01039', 'PF13561', 'PF10604', 'PF00109', 'PF00109', 'PF07883', 'PF04486', 'PF07731', 'PF08592', 'PF04486', 'PF13561', 'PF00550', 'PF04673']"
BGC0000280,Polyketide,PF16859 PF00440 PF00195 PF02797 PF07690,"['PF16859', 'PF00440', 'PF00195', 'PF02797', 'PF07690']"
BGC0000281,Polyketide,PF00440 PF18089 PF16859 PF00440 PF00195 PF02797 PF07690,"['PF00440', 'PF18089', 'PF16859', 'PF00440', 'PF00195', 'PF02797', 'PF07690']"
BGC0000282,Polyketide,PF01494 PF04140 PF02797 PF00195,"['PF01494', 'PF04140', 'PF02797', 'PF00195']"
BGC0000283,Other,PF07992 PF04324 PF03460 PF01077 PF01903 PF00702 PF00122 PF00689 PF07690 PF01142 PF05199 PF00732 PF00202 PF07883 PF07883 PF07883 PF05199 PF01041 PF01761 PF13669 PF07883 PF00797 PF07690 PF00106 PF08031 PF01565 PF13517 PF13517 PF01839 PF13517 PF13517 PF13517 PF00550 PF00109 PF02801 PF08659 PF13561 PF00109 PF00109,"['PF07992', 'PF04324', 'PF03460', 'PF01077', 'PF01903', 'PF00702', 'PF00122', 'PF00689', 'PF07690', 'PF01142', 'PF05199', 'PF00732', 'PF00202', 'PF07883', 'PF07883', 'PF07883', 'PF05199', 'PF01041', 'PF01761', 'PF13669', 'PF07883', 'PF00797', 'PF07690', 'PF00106', 'PF08031', 'PF01565', 'PF13517', 'PF13517', 'PF01839', 'PF13517', 'PF13517', 'PF13517', 'PF00550', 'PF00109', 'PF02801', 'PF08659', 'PF13561', 'PF00109', 'PF00109']"
BGC0000284,Polyketide,PF01648 PF14765 PF02797 PF02797 PF08659 PF13561 PF00106 PF00698 PF16197 PF02801 PF00109 PF03060,"['PF01648', 'PF14765', 'PF02797', 'PF02797', 'PF08659', 'PF13561', 'PF00106', 'PF00698', 'PF16197', 'PF02801', 'PF00109', 'PF03060']"
BGC0000285,Polyketide,PF00232 PF07690 PF01638 PF00195 PF02797 PF00067 PF07883 PF16859 PF01804,"['PF00232', 'PF07690', 'PF01638', 'PF00195', 'PF02797', 'PF00067', 'PF07883', 'PF16859', 'PF01804']"
BGC0000286,Polyketide,PF00067 PF13243 PF13243 PF00348 PF00288 PF08544 PF18376 PF00288 PF01070 PF00368 PF01154 PF08540 PF08541 PF08541 PF03321 PF04072,"['PF00067', 'PF13243', 'PF13243', 'PF00348', 'PF00288', 'PF08544', 'PF18376', 'PF00288', 'PF01070', 'PF00368', 'PF01154', 'PF08540', 'PF08541', 'PF08541', 'PF03321', 'PF04072']"
BGC0000287,NRP,PF00975 PF00550 PF00668 PF00550 PF05050 PF00501 PF00668 PF02668 PF02668 PF00668 PF00501 PF01810,"['PF00975', 'PF00550', 'PF00668', 'PF00550', 'PF05050', 'PF00501', 'PF00668', 'PF02668', 'PF02668', 'PF00668', 'PF00501', 'PF01810']"
BGC0000288,NRP,PF18019 PF09481 PF09485 PF09344 PF09704 PF08798 PF06527 PF02668 PF16861 PF02543 PF01408 PF02668 PF03559 PF01370 PF03841 PF00464 PF01315 PF02738 PF20256 PF05050 PF01799 PF00941 PF03450 PF00664 PF00005 PF00664 PF00005 PF01636 PF16363 PF00483 PF08241 PF04055 PF13340 PF00668 PF00501 PF00550 PF00668 PF00144 PF01609 PF03547 PF01326 PF00989 PF08448 PF00391 PF01326 PF01370 PF16363 PF16363 PF01370 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00400 PF00982 PF02685 PF00296,"['PF18019', 'PF09481', 'PF09485', 'PF09344', 'PF09704', 'PF08798', 'PF06527', 'PF02668', 'PF16861', 'PF02543', 'PF01408', 'PF02668', 'PF03559', 'PF01370', 'PF03841', 'PF00464', 'PF01315', 'PF02738', 'PF20256', 'PF05050', 'PF01799', 'PF00941', 'PF03450', 'PF00664', 'PF00005', 'PF00664', 'PF00005', 'PF01636', 'PF16363', 'PF00483', 'PF08241', 'PF04055', 'PF13340', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00144', 'PF01609', 'PF03547', 'PF01326', 'PF00989', 'PF08448', 'PF00391', 'PF01326', 'PF01370', 'PF16363', 'PF16363', 'PF01370', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00400', 'PF00982', 'PF02685', 'PF00296']"
BGC0000289,NRP,PF00561 PF17765 PF02618 PF08281 PF03136 PF01070 PF00903 PF02153 PF20463 PF00072 PF00486 PF18164 PF18082 PF03033 PF04820 PF00067 PF00067 PF00067 PF00067 PF03621 PF00975 PF00501 PF00668 PF00550 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF02687 PF02687 PF00005 PF13231 PF13231 PF13231 PF02585 PF02518 PF19040 PF01757 PF00664 PF00005 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF00550 PF13649 PF18456 PF13483 PF08031 PF01565 PF13279 PF02797 PF08541 PF02797 PF00378 PF00378 PF00999 PF00975 PF00155 PF00072 PF01987 PF04073 PF00553 PF00553 PF00582 PF13667 PF01964 PF13561 PF04069 PF00528 PF00005 PF00528,"['PF00561', 'PF17765', 'PF02618', 'PF08281', 'PF03136', 'PF01070', 'PF00903', 'PF02153', 'PF20463', 'PF00072', 'PF00486', 'PF18164', 'PF18082', 'PF03033', 'PF04820', 'PF00067', 'PF00067', 'PF00067', 'PF00067', 'PF03621', 'PF00975', 'PF00501', 'PF00668', 'PF00550', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF02687', 'PF02687', 'PF00005', 'PF13231', 'PF13231', 'PF13231', 'PF02585', 'PF02518', 'PF19040', 'PF01757', 'PF00664', 'PF00005', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF00550', 'PF13649', 'PF18456', 'PF13483', 'PF08031', 'PF01565', 'PF13279', 'PF02797', 'PF08541', 'PF02797', 'PF00378', 'PF00378', 'PF00999', 'PF00975', 'PF00155', 'PF00072', 'PF01987', 'PF04073', 'PF00553', 'PF00553', 'PF00582', 'PF13667', 'PF01964', 'PF13561', 'PF04069', 'PF00528', 'PF00005', 'PF00528']"
BGC0000290,NRP,PF00999 PF12706 PF18456 PF00685 PF04820 PF00067 PF04820 PF00067 PF00067 PF00067 PF00975 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF00668 PF00550 PF13193 PF00501 PF00668 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00005 PF00664 PF00072 PF00486 PF00672 PF02518 PF02082 PF13454 PF00378 PF00378 PF02797 PF00155 PF20463 PF02153 PF00903 PF01070 PF03372 PF02388 PF02875 PF08245 PF02826 PF01820 PF07478 PF01427 PF00753 PF12706 PF17770,"['PF00999', 'PF12706', 'PF18456', 'PF00685', 'PF04820', 'PF00067', 'PF04820', 'PF00067', 'PF00067', 'PF00067', 'PF00975', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00005', 'PF00664', 'PF00072', 'PF00486', 'PF00672', 'PF02518', 'PF02082', 'PF13454', 'PF00378', 'PF00378', 'PF02797', 'PF00155', 'PF20463', 'PF02153', 'PF00903', 'PF01070', 'PF03372', 'PF02388', 'PF02875', 'PF08245', 'PF02826', 'PF01820', 'PF07478', 'PF01427', 'PF00753', 'PF12706', 'PF17770']"
BGC0000291,NRP,PF01979 PF03806 PF00221 PF09339 PF01614 PF00561 PF00248 PF18029 PF02782 PF00370 PF13561 PF00596 PF03483 PF06259 PF00196 PF00072 PF07730 PF07730 PF07969 PF02784 PF13556 PF20597 PF19508 PF00196 PF00072 PF07730 PF00005 PF02687 PF02687 PF02687 PF00501 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF08242 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00975 PF03621 PF12697 PF02668 PF05050 PF02668 PF00005 PF01061 PF09335 PF09335 PF13411 PF00376 PF12796 PF00656 PF19953 PF01609 PF03796 PF13424 PF07719 PF13424 PF01255 PF13340 PF13340 PF13340 PF01609,"['PF01979', 'PF03806', 'PF00221', 'PF09339', 'PF01614', 'PF00561', 'PF00248', 'PF18029', 'PF02782', 'PF00370', 'PF13561', 'PF00596', 'PF03483', 'PF06259', 'PF00196', 'PF00072', 'PF07730', 'PF07730', 'PF07969', 'PF02784', 'PF13556', 'PF20597', 'PF19508', 'PF00196', 'PF00072', 'PF07730', 'PF00005', 'PF02687', 'PF02687', 'PF02687', 'PF00501', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF08242', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00975', 'PF03621', 'PF12697', 'PF02668', 'PF05050', 'PF02668', 'PF00005', 'PF01061', 'PF09335', 'PF09335', 'PF13411', 'PF00376', 'PF12796', 'PF00656', 'PF19953', 'PF01609', 'PF03796', 'PF13424', 'PF07719', 'PF13424', 'PF01255', 'PF13340', 'PF13340', 'PF13340', 'PF01609']"
BGC0000292,NRP,PF13813 PF07690 PF00067 PF08982 PF00668 PF00550 PF00501 PF00668 PF00550 PF00067 PF00155 PF01244 PF00067,"['PF13813', 'PF07690', 'PF00067', 'PF08982', 'PF00668', 'PF00550', 'PF00501', 'PF00668', 'PF00550', 'PF00067', 'PF00155', 'PF01244', 'PF00067']"
BGC0000293,NRP,PF00668 PF00550 PF00501 PF00668 PF00550 PF00501 PF00668 PF11991 PF02458,"['PF00668', 'PF00550', 'PF00501', 'PF00668', 'PF00550', 'PF00501', 'PF00668', 'PF11991', 'PF02458']"
BGC0000294,NRP,PF04954 PF08021 PF00501 PF00668 PF01032 PF01032 PF00005 PF01497 PF07715 PF00593 PF13434 PF00668 PF00501 PF00857 PF00282 PF00005 PF00005 PF00975 PF01648 PF17837 PF01648 PF00425,"['PF04954', 'PF08021', 'PF00501', 'PF00668', 'PF01032', 'PF01032', 'PF00005', 'PF01497', 'PF07715', 'PF00593', 'PF13434', 'PF00668', 'PF00501', 'PF00857', 'PF00282', 'PF00005', 'PF00005', 'PF00975', 'PF01648', 'PF17837', 'PF01648', 'PF00425']"
BGC0000295,NRP,PF04183 PF06276 PF13434 PF04183 PF06276 PF13523 PF07690 PF07715 PF00593 PF07690,"['PF04183', 'PF06276', 'PF13434', 'PF04183', 'PF06276', 'PF13523', 'PF07690', 'PF07715', 'PF00593', 'PF07690']"
BGC0000296,NRP,PF00005 PF01061 PF13732 PF00005 PF04954 PF08021 PF02909 PF00891 PF00266 PF03621 PF00501 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF08242 PF13193 PF00550 PF00668 PF00501 PF13193 PF08242 PF13193 PF00550 PF00975 PF20434 PF03301 PF00266 PF00891 PF02909 PF08021 PF04954 PF00005 PF13732 PF01061 PF13586 PF13340 PF01609,"['PF00005', 'PF01061', 'PF13732', 'PF00005', 'PF04954', 'PF08021', 'PF02909', 'PF00891', 'PF00266', 'PF03621', 'PF00501', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF08242', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF08242', 'PF13193', 'PF00550', 'PF00975', 'PF20434', 'PF03301', 'PF00266', 'PF00891', 'PF02909', 'PF08021', 'PF04954', 'PF00005', 'PF13732', 'PF01061', 'PF13586', 'PF13340', 'PF01609']"
BGC0000297,NRP,PF07688 PF08659 PF00501 PF08659 PF00550 PF18563 PF00668 PF00501 PF13193 PF00550 PF00668 PF00355 PF00848 PF07883 PF13561 PF00668 PF00501 PF00550 PF00668 PF00550 PF03171 PF00534 PF03567 PF13655 PF00078 PF08388 PF01844 PF00248 PF06472,"['PF07688', 'PF08659', 'PF00501', 'PF08659', 'PF00550', 'PF18563', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00355', 'PF00848', 'PF07883', 'PF13561', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00550', 'PF03171', 'PF00534', 'PF03567', 'PF13655', 'PF00078', 'PF08388', 'PF01844', 'PF00248', 'PF06472']"
BGC0000298,NRP,PF00501 PF08659 PF00550 PF18563 PF18563 PF00668 PF00501 PF00550 PF00668 PF01070 PF07883 PF13561 PF10364 PF00668 PF00501 PF00668 PF00668 PF00550 PF13561 PF00668 PF00132 PF00132 PF00132 PF06472 PF00005 PF00005,"['PF00501', 'PF08659', 'PF00550', 'PF18563', 'PF18563', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF01070', 'PF07883', 'PF13561', 'PF10364', 'PF00668', 'PF00501', 'PF00668', 'PF00668', 'PF00550', 'PF13561', 'PF00668', 'PF00132', 'PF00132', 'PF00132', 'PF06472', 'PF00005', 'PF00005']"
BGC0000300,NRP,PF13520 PF01593 PF01497 PF00550 PF13193 PF00501 PF00668 PF00550 PF00668 PF00550 PF13193 PF00501 PF00550 PF00668 PF00550 PF13193 PF00501 PF00668 PF00668 PF00550 PF13193 PF00501 PF00668 PF00668 PF00550 PF13193 PF00501 PF00668 PF00550 PF13193 PF00501 PF00668 PF03621 PF12697 PF07690 PF00501 PF13193 PF01032 PF01032 PF00425 PF13434,"['PF13520', 'PF01593', 'PF01497', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00550', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF00550', 'PF13193', 'PF00501', 'PF00668', 'PF03621', 'PF12697', 'PF07690', 'PF00501', 'PF13193', 'PF01032', 'PF01032', 'PF00425', 'PF13434']"
BGC0000301,NRP,PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF13847 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00975 PF06472 PF00005,"['PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF13847', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00975', 'PF06472', 'PF00005']"
BGC0000302,NRP,PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF00550 PF00668 PF00501 PF13193 PF08242 PF13193 PF00550 PF18563 PF00668 PF00501 PF13193 PF00550 PF00975 PF00682 PF06472 PF00005,"['PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00668', 'PF00501', 'PF13193', 'PF08242', 'PF13193', 'PF00550', 'PF18563', 'PF00668', 'PF00501', 'PF13193', 'PF00550', 'PF00975', 'PF00682', 'PF06472', 'PF00005']"
BGC0000303,NRP,PF00733 PF13537 PF00171 PF00107 PF08240 PF00067 PF01019 PF09265 PF01565 PF00005 PF00005 PF00903 PF07690 PF00296 PF03301 PF00891 PF07859 PF00501 PF00668 PF00501 PF00550 PF07993 PF01494 PF01593 PF00486 PF00072,"['PF00733', 'PF13537', 'PF00171', 'PF00107', 'PF08240', 'PF00067', 'PF01019', 'PF09265', 'PF01565', 'PF00005', 'PF00005', 'PF00903', 'PF07690', 'PF00296', 'PF03301', 'PF00891', 'PF07859', 'PF00501', 'PF00668', 'PF00501', 'PF00550', 'PF07993', 'PF01494', 'PF01593', 'PF00486', 'PF00072']"
BGC0000304,NRP,PF12796 PF14748 PF01063 PF18325 PF18314 PF00109 PF18325 PF00891 PF00067 PF00067 PF00106 PF07690 PF00668 PF00501 PF00550 PF00668 PF00501 PF00550 PF00668 PF00501 PF00550 PF00668 PF00501 PF00550 PF00668,"['PF12796', 'PF14748', 'PF01063', 'PF18325', 'PF18314', 'PF00109', 'PF18325', 'PF00891', 'PF00067', 'PF00067', 'PF00106', 'PF07690', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00501', 'PF00550', 'PF00668', 'PF00501', 'PF00550', 'PF00668']"
